Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
23/02/2006 16,2,Cottage,28.79,59.47,1.08,0.96,Middle,0,Fountain,0.0,95.78
30/01/2007 00,5,,27.74,66.41,2.12,0.8,Rich,1,Fountain,0.0,204.61
31/03/2009 08,3,3BHK,22.78,52.58,1.96,1.09,Rich,0,Fountain,0.0,198.8
27/08/2002 16,3,1BHK,16.44,63.75,1.55,1.1,Low,1,Garden,1.0,124.71
06/05/2014 00,3,1BHK,28.75,61.15,1.44,1.2,Low,1,Fountain,0.0,153.96
05/04/2013 16,4,Bungalow,25.55,59.27,2.6,1.33,Upper Middle,0,Fountain,0.0,208.9
14/11/2003 16,2,1BHK,16.3,45.57,1.11,0.88,Middle,0,Garden,0.0,75.82
23/06/2007 00,2,1BHK,20.31,38.82,1.47,1.1,Middle,0,Fountain,0.0,114.87
10/01/2008 00,5,Bungalow,19.3,44.51,1.98,1.09,Upper Middle,1,Swimming Pool,0.0,278.61
12/08/2008 00,-99,Cottage,27.92,35.95,1.78,1.09,Middle,0,,0.0,101.6
24/10/2005 16,4,Bungalow,27.41,64.59,2.9,1.6350970088904075,Upper Middle,0,Jacuzzi,0.0,149.99
23/05/2006 00,3,1BHK,27.13,38.59,1.3,1.48,Middle,0,Jacuzzi,0.0,210.53
18/12/2011 16,4,2BHK,18.14,58.63,1.55,1.41,Middle,1,,0.0,200.9
14/02/2014 08,4,2BHK,19.04,50.95,1.63,1.31,Middle,0,,0.0,165.56
08/07/2008 00,4,Detached,27.84,57.31,1.82,1.39,Rich,1,Jacuzzi,0.0,380.31
24/07/2008 16,4,Detached,,60.26,2.21,0.97,Rich,0,Swimming Pool,1.0,262.28
02/05/2003 16,3,1BHK,18.73,54.87,1.21,0.93,Middle,1,Jacuzzi,0.0,134.59
20/06/2007 08,4,Detached,15.02,57.96,1.5,1.26,Rich,1,Fountain,0.0,299.62
31/12/2010 16,3,3BHK,16.68,56.87,1.59,1.37,Upper Middle,0,Swimming Pool,0.0,215.71
29/12/2011 08,5,3BHK,19.87,55.81,2.15,1.39,Upper Middle,0,Fountain,1.0,318.47
29/10/2003 16,4,Bungalow,30.44,43.15,2.2,0.98,Rich,0,Swimming Pool,1.0,268.34
25/08/2013 08,1,Studio,20.12,52.74,1.6,1.1,Low,0,Garden,1.0,66.51
08/09/2013 08,3,Cottage,19.79,60.58,1.09,0.84,Middle,0,,0.0,78.59
18/06/2009 00,3,3BHK,20.07,u+F]>,2.91,1.38,Rich,1,Jacuzzi,1.0,313.94
15/05/2002 16,5,Bungalow,20.16,59.03,1.69,1.45,Rich,1,Fountain,0.0,375.48
09/05/2002 00,2,1BHK,25.96,52.79,1.63,1.47,Low,0,,0.0,109.9
29/01/2014 16,1,Studio,34.5,48.93,1.5,1.04,Low,1,,0.0,72.2
16/02/2014 08,4,2BHK,23.68,52.71,1.01,1.41,Middle,0,Garden,0.0,197.36
11/06/2011 00,2,1BHK,25.85,47.98,1.79,1.49,Low,0,Garden,0.0,119.24
29/06/2003 08,4,3BHK,22.09,30.56,1.72,1.11,Upper Middle,0,Fountain,0.0,233.17
18/03/2014 08,2,1BHK,,67.86,-66.0,1.31,Low,1,Garden,0.0,113.54
14/05/2006 16,1,Studio,12.16,56.7,1.08,1.44,Low,0,,0.0,66.86
03/02/2014 08,2,Cottage,27.56,59.55,1.61,1.4,,0,Swimming Pool,0.0,146.44
12/05/2008 08,4,3BHK,27.87,48.16,2.14,1.18,Rich,0,Swimming Pool,0.0,293.1
01/08/2005 08,-33,3BHK,,59.07,2.55,0.84,Upper Middle,0,,0.0,97.67
18/10/2005 00,3,Bungalow,14.28,59.81,1.78,1.48,Upper Middle,0,Jacuzzi,0.0,194.09
19/10/2008 00,5,Bungalow,28.34,58.18,2.04,0.96,a|Ra2,0,Garden,0.0,162.26
06/09/2009 00,4,2BHK,10.49,58.59,2.0,1.15,Upper Middle,0,,0.0,137.83
02/01/2004 00,3,2BHK,20.8,58.71,-44.0,0.91,Middle,1,,0.0,113.79
04/05/2012 00,2,Cottage,13.62,50.52,1.52,1.17,Middle,0,,0.0,89.4
22/07/2013 08,2,Studio,19.2,37.37,1.69,1.35,Low,1,,1.0,130.32
21/02/2011 16,3,2BHK,15.76,60.17,1.7,0.87,Middle,0,Fountain,0.0,100.64
05/12/2002 08,3,2BHK,12.26,69.8,1.62,1.45,Middle,0,Garden,0.0,133.53
05/09/2006 00,5,2BHK,17.53,54.23,1.59,1.41,Middle,1,Garden,0.0,249.47
08/10/2008 16,3,2BHK,34.73,33.38,1.9,0.86,Upper Middle,0,Fountain,0.0,150.71
05/10/2008 16,3,Cottage,22.15,51.89,1.39,1.1,Middle,0,Swimming Pool,,143.06
16/03/2010 08,3,2BHK,14.68,50.44,1.28,0.9,Middle,0,,0.0,94.73
15/08/2004 00,3,1BHK,18.57,57.31,-33.0,1.32,Middle,0,,1.0,139.88
04/01/2002 00,2,,22.59,57.25,1.11,0.99,Low,1,,1.0,88.94
02/04/2011 16,4,2BHK,21.95,46.03,1.93,0.83,Upper Middle,0,Swimming Pool,0.0,156.36
05/09/2003 16,1,Studio,16.84,35.47,1.01,0.94,Low,0,,0.0,52.32
21/05/2006 08,5,Bungalow,19.24,42.92,2.4,1.44,Rich,1,,,331.72
27/03/2002 00,3,3BHK,17.59,46.23,2.43,0.5696938183854516,Upper Middle,0,Swimming Pool,1.0,222.14
31/05/2008 00,5,3BHK,25.39,43.47,2.44,1.16,Upper Middle,1,,0.0,257.37
20/03/2007 08,2,1BHK,30.8,41.6,1.43,1.18,Middle,0,,0.0,110.58
27/07/2013 16,3,2BHK,15.4,62.41,1.64,0.95,Middle,1,Fountain,0.0,130.24
13/01/2005 00,4,3BHK,31.77,42.19,2.61,0.94,Upper Middle,1,Fountain,0.0,227.53
15/01/2009 08,4,Bungalow,24.67,45.89,2.68,1.3,Upper Middle,0,Swimming Pool,0.0,240.9
12/06/2003 00,2,1BHK,18.79,64.61,1.49,0.93,Middle,0,Swimming Pool,0.0,87.44
05/03/2012 00,3,Cottage,27.98,56.83,1.52,1.14,Middle,1,,1.0,157.88
05/11/2002 00,5,Bungalow,20.62,60.71,2.04,1.39,Upper Middle,0,Fountain,1.0,284.51
15/07/2004 08,2,1BHK,29.33,26.56,1.32,1.4,Middle,0,Jacuzzi,0.0,177.69
07/10/2011 16,5,2BHK,20.8,50.04,1.3,1.8703565850730004,Middle,0,,0.0,179.65
15/03/2009 08,2,1BHK,31.35,46.53,1.29,0.97,Low,0,Garden,0.0,84.42
07/08/2007 00,2,Studio,27.2,44.07,1.69,1.07,Low,0,,1.0,87.71
09/11/2006 08,3,Bungalow,23.88,36.48,2.5,1.25,Rich,0,Fountain,1.0,261.69
03/09/2008 08,3,2BHK,29.82,42.52,1.44,1.03,Middle,1,Swimming Pool,0.0,198.64
25/06/2008 08,2,Studio,34.67,48.32,1.29,0.88,Low,1,,0.0,79.85
08/07/2007 00,2,Cottage,25.57,41.44,1.78,0.92,Middle,0,,0.0,81.21
12/06/2005 08,3,3BHK,22.42,49.94,2.29,0.89,Rich,0,Swimming Pool,0.0,175.73
31/05/2006 16,2,1BHK,22.2,36.37,1.65,1.09,Low,1,,0.0,104.86
02/04/2013 08,4,2BHK,,66.38,1.72,1.15,Upper Middle,1,Swimming Pool,1.0,283.21
13/07/2006 16,-11,2BHK,23.3,53.85,2.79,1.24,,0,,0.0,138.77
06/01/2012 00,5,2BHK,11.98,54.41,1.65,0.94,Middle,0,Garden,0.0,131.5
29/06/2002 16,3,1BHK,19.85,39.05,1.06,1.29,Low,0,Jacuzzi,0.0,157.82
30/10/2008 08,3,1BHK,28.21,34.65,1.69,0.99,Middle,0,,0.0,114.14
04/07/2004 00,5,2BHK,30.89,63.39,1.51,1.32,Middle,0,Garden,0.0,203.74
24/05/2005 16,4,2BHK,23.09,49.88,1.31,0.707979329990707,Middle,1,,1.0,250.14
11/03/2014 00,3,2BHK,17.27,62.2,1.3,1.27,Middle,0,Garden,,131.85
23/03/2008 00,5,Bungalow,14.39,54.24,2.37,1.33,Upper Middle,0,Fountain,0.0,231.62
10/07/2010 08,3,Cottage,19.87,67.93,1.64,1.49,Middle,0,Fountain,0.0,155.02
29/01/2006 08,2,1BHK,27.75,43.16,1.58,1.29,Low,0,,0.0,104.07
11/08/2002 08,3,Detached,24.24,48.4,1.77,0.86,Rich,1,Fountain,0.0,197.32
30/11/2008 00,2,1BHK,27.7,51.91,1.51,1.05,Middle,0,Garden,0.0,93.45
26/03/2012 00,4,3BHK,25.15,51.24,2.75,0.83,Rich,0,Swimming Pool,1.0,219.44
20/10/2009 16,2,Studio,33.63,47.01,1.18,1.33,Low,0,,0.0,101.04
15/08/2006 16,2,Studio,25.77,64.13,1.39,1.21,Low,1,Swimming Pool,1.0,135.59
23/01/2012 08,4,3BHK,31.94,28.63,1.65,1.13,Rich,0,Jacuzzi,,322.16
07/01/2012 08,3,Cottage,28.1,72.24,1.59,0.94,Middle,0,,0.0,83.92
28/03/2003 00,2,1BHK,12.29,52.97,1.44,1.49,,0,,1.0,114.58
29/06/2008 08,3,,16.25,45.74,1.37,1.32,Middle,0,Jacuzzi,0.0,164.08
02/08/2014 00,4,Detached,23.55,4?ZIb,1.6,1.38,Rich,0,Swimming Pool,1.0,346.8
27/11/2009 08,5,3BHK,25.45,H.r`b,2.85,1.45,Rich,1,Jacuzzi,0.0,444.1
20/06/2004 00,2,Cottage,33.39,51.59,-99.0,0.81,Middle,1,,0.0,88.37
15/01/2005 00,3,Bungalow,21.03,55.92,2.9,0.92,Upper Middle,0,,1.0,114.6
08/05/2009 08,3,1BHK,30.26,71.95,1.08,0.8,Low,0,,0.0,67.73
18/10/2012 00,2,Studio,15.91,55.22,1.68,1.39,Low,0,Garden,0.0,88.43
02/10/2010 00,4,3BHK,27.3,41.87,-44.0,0.83,Rich,1,Garden,1.0,231.53
09/04/2005 16,3,2BHK,12.89,51.27,2.02,0.85,Upper Middle,0,Garden,1.0,112.08
27/01/2014 00,5,Bungalow,23.93,53.29,2.69,1.3,Rich,0,Swimming Pool,1.0,355.96
25/02/2007 16,3,Cottage,19.46,51.18,1.36,0.97,1@<S(,0,,0.0,95.84
30/01/2005 08,2,Cottage,12.26,58.32,1.69,0.98,Middle,0,,0.0,69.43
23/02/2003 16,2,Cottage,14.89,55.88,1.71,1.2,Middle,1,,1.0,121.81
26/08/2007 08,3,1BHK,26.98,46.05,-77.0,1.19,Middle,1,Fountain,0.0,188.1
06/09/2012 08,3,Bungalow,18.07,49.18,2.88,1.01,Upper Middle,1,,0.0,134.26
14/08/2010 08,4,2BHK,24.98,53.58,1.67,1.2,Middle,0,Garden,0.0,163.44
18/11/2006 16,3,Detached,12.42,65.01,2.54,1.46,Rich,0,Swimming Pool,0.0,234.96
16/01/2012 16,3,2BHK,30.72,63.24,1.81,1.17,Upper Middle,1,Jacuzzi,0.0,206.26
26/05/2013 08,5,Detached,28.56,49.69,-88.0,1.45,Rich,0,,0.0,310.83
22/06/2012 08,3,1BHK,18.44,67.79,1.65,1.35,Low,1,Garden,0.0,130.94
26/02/2012 08,3,2BHK,22.29,40.3,1.43,1.2,Middle,0,Jacuzzi,0.0,178.49
23/10/2005 16,-55,Cottage,24.43,56.76,1.55,1.46,Middle,0,,0.0,116.47
25/06/2006 16,3,2BHK,21.97,60.5,1.63,1.23,Middle,1,Swimming Pool,0.0,196.47
10/09/2003 08,3,1BHK,32.41,52.83,1.28,1.39,Low,0,Fountain,0.0,162.16
07/10/2007 08,2,1BHK,24.61,67.36,1.13,1.1,Middle,0,,0.0,83.63
03/11/2013 00,2,1BHK,14.97,53.99,1.4,0.85,Low,0,,0.0,57.94
06/08/2014 00,3,1BHK,26.6,54.71,1.68,1.37,Middle,1,,1.0,189.23
03/12/2003 16,5,3BHK,34.54,35.69,2.61,1.04,Upper Middle,0,Swimming Pool,1.0,321.51
14/02/2002 08,4,Bungalow,13.81,51.65,2.67,1.08,Upper Middle,0,,1.0,155.58
04/08/2006 08,2,1BHK,29.45,58.14,1.35,1.13,Low,0,,1.0,97.58
06/11/2002 08,3,Bungalow,12.06,78.56,1.57,1.34,Upper Middle,0,Swimming Pool,0.0,157.19
02/10/2002 08,4,2BHK,,50.36,1.4,1.26,Middle,2,Garden,0.0,195.18
30/11/2008 08,4,Bungalow,14.83,47.54,2.82,1.25,Rich,0,Garden,1.0,228.61
13/08/2012 08,4,3BHK,17.73,48.37,2.21,1.36,Rich,1,Swimming Pool,0.0,369.34
26/05/2003 08,3,2BHK,31.22,55.09,2.06,1.16,Upper Middle,1,Garden,0.0,180.2
09/02/2003 16,5,Bungalow,,54.0,2.93,1.17,Rich,0,,,213.79
18/06/2002 00,4,Bungalow,32.65,59.18,2.26,1.33,Rich,0,Jacuzzi,0.0,278.27
22/05/2013 00,2,1BHK,28.6,60.69,1.13,0.88,Low,0,Swimming Pool,1.0,97.17
20/04/2011 00,2,1BHK,,64.51,1.54,1.32,Low,0,Garden,0.0,89.88
17/12/2007 16,2,Cottage,26.33,57.58,1.58,0.81,Middle,0,,0.0,65.01
21/10/2004 00,4,Bungalow,27.07,55.27,2.22,1.47,Upper Middle,0,Jacuzzi,0.0,256.0
07/04/2011 08,5,Bungalow,21.51,45.58,1.55,1.44,,0,Garden,0.0,256.19
28/09/2010 00,2,Cottage,11.2,46.29,1.36,0.92,Middle,1,,0.0,85.06
17/04/2010 16,2,1BHK,29.11,40.44,1.65,0.82,Low,0,Garden,0.0,71.05
21/12/2013 00,4,3BHK,26.25,>gPMf,2.36,1.35,,0,Swimming Pool,0.0,302.21
22/11/2009 08,2,1BHK,14.69,47.73,1.16,1.0,Low,0,Garden,1.0,86.8
16/01/2008 08,1,Studio,28.34,48.67,1.1,1.02,Low,0,Swimming Pool,0.0,74.75
19/06/2010 00,3,Detached,34.58,65.27,2.71,1.33,Rich,0,Fountain,0.0,232.51
21/05/2005 08,2,Cottage,24.12,35.56,1.42,1.26,Middle,1,Jacuzzi,0.0,173.83
03/04/2014 00,3,3BHK,34.35,886ib,1.95,0.89,Upper Middle,0,,1.0,159.6
05/06/2006 08,3,2BHK,15.95,44.65,1.09,1.13,Middle,0,Garden,0.0,132.38
02/05/2006 16,3,Bungalow,14.24,67.93,1.53,0.94,Rich,1,,1.0,152.95
23/11/2005 16,3,Cottage,24.41,32.29,1.36,1.47,Middle,0,Fountain,0.0,203.88
09/09/2012 16,3,2BHK,20.05,58.93,1.39,1.12,,0,,,132.24
01/04/2013 16,2,Cottage,21.62,58.93,1.34,1.22,Middle,1,,0.0,114.16
06/10/2012 08,5,2BHK,,52.02,2.06,0.84,,0,Swimming Pool,0.0,162.8
17/08/2014 00,3,Bungalow,31.41,63.84,2.61,0.87,Upper Middle,0,,0.0,97.9
16/02/2010 08,3,3BHK,23.69,59.27,2.18,1.35,Upper Middle,0,,1.0,188.95
27/10/2005 08,2,1BHK,16.74,59.11,1.19,1.07,Middle,0,,0.0,80.06
01/07/2011 16,3,Bungalow,26.11,48.24,2.66,1.2,Upper Middle,0,,0.0,144.55
03/11/2006 00,2,1BHK,26.55,55.37,1.02,0.7775898361877936,Middle,0,,0.0,116.83
01/09/2004 08,2,1BHK,26.76,55.94,1.67,1.15,Middle,1,,,112.49
06/01/2008 00,3,2BHK,16.83,57.67,1.48,0.97,Middle,1,Garden,1.0,141.88
27/08/2003 08,3,1BHK,24.36,38.82,1.62,1.43,Middle,0,,1.0,180.24
08/03/2005 00,4,2BHK,,69.43,1.01,0.94,Middle,0,Garden,0.0,121.92
09/10/2008 00,2,1BHK,14.93,34.89,1.29,0.93,Middle,1,Jacuzzi,0.0,120.56
13/11/2004 00,5,2BHK,30.59,44.21,1.79,0.95,Middle,0,Garden,0.0,164.83
22/02/2011 16,2,1BHK,29.23,44.74,1.37,0.86,Low,0,,0.0,70.13
13/07/2010 16,3,1BHK,21.19,65.58,1.73,1.23,Middle,0,,0.0,108.62
18/03/2003 08,3,1BHK,23.12,72.92,1.59,1.12,Low,0,Garden,0.0,90.89
08/12/2005 08,3,1BHK,28.73,E)%a>,1.69,1.21,Middle,0,Swimming Pool,0.0,169.46
03/11/2008 00,2,Cottage,26.38,56.36,1.57,1.32,Middle,1,,1.0,148.42
10/12/2009 16,5,Detached,26.85,56.89,1.56,1.18,Rich,0,Swimming Pool,1.0,374.7
04/01/2011 16,5,2BHK,31.21,51.13,1.68,1.11,Upper Middle,0,Swimming Pool,0.0,252.74
07/12/2009 00,4,3BHK,15.4,53.07,2.27,0.89,Rich,0,Jacuzzi,0.0,184.79
22/02/2014 16,3,2BHK,17.07,39.2,1.74,1.46,Middle,1,Garden,0.0,206.7
04/03/2011 08,2,1BHK,33.97,42.78,1.08,1.48,Middle,1,Jacuzzi,0.0,215.06
29/09/2010 08,4,Bungalow,14.11,54.75,2.65,1.34,Rich,0,Fountain,0.0,233.19
14/11/2012 08,3,3BHK,17.08,56.31,2.65,1.2,Upper Middle,0,Jacuzzi,0.0,172.1
28/08/2011 00,3,Cottage,17.49,61.74,1.28,1.07,Middle,1,,1.0,133.58
22/01/2007 00,3,Cottage,20.26,50.26,1.63,1.45,Middle,1,,0.0,170.9
06/06/2012 08,4,Bungalow,33.7,46.27,1.67,1.14,Rich,1,Jacuzzi,0.0,322.88
20/08/2007 08,3,3BHK,11.0,54.95,2.45,0.88,Upper Middle,1,Jacuzzi,0.0,146.47
29/05/2003 08,3,2BHK,27.09,64.09,1.8,0.94,Middle,0,,0.0,96.31
03/08/2010 08,3,2BHK,25.41,54.39,1.84,0.82,uPm8?,0,,1.0,112.1
12/06/2004 16,2,Studio,32.09,58.81,1.66,0.8,Low,1,Garden,0.0,68.32
18/08/2014 08,3,Cottage,31.1,58.56,1.43,1.16,Middle,0,,0.0,118.54
17/03/2012 08,4,Bungalow,11.0,55.98,2.52,1.3,Rich,1,Garden,0.0,231.78
06/10/2007 08,1,Studio,24.07,39.19,1.16,0.93,Low,0,Garden,1.0,64.53
02/02/2003 00,2,1BHK,29.88,58.43,1.68,1.47,Low,0,,0.0,108.63
31/10/2006 08,5,3BHK,14.94,63.01,2.91,1.06,Rich,0,Swimming Pool,1.0,270.56
30/05/2003 00,-99,1BHK,16.03,51.9,1.68,1.44,Middle,0,,,110.39
28/06/2012 00,3,3BHK,34.59,56.42,2.32,0.84,Upper Middle,1,Swimming Pool,0.0,176.22
05/07/2012 16,2,1BHK,,51.6,1.59,0.3660479922055082,k%y9:,0,,0.0,72.2
10/06/2008 00,2,1BHK,14.07,59.43,1.71,0.89,Low,1,,0.0,68.69
26/04/2004 08,5,3BHK,23.73,35.75,2.64,1.15,Upper Middle,0,Garden,0.0,229.67
14/11/2002 16,3,1BHK,29.76,52.71,1.44,0.98,Middle,1,,0.0,123.37
10/08/2008 16,3,Cottage,33.13,64.01,1.53,1.1,Middle,0,Garden,0.0,114.8
22/02/2008 16,2,Cottage,18.41,56.83,1.29,1.11,Middle,1,Garden,0.0,107.82
04/06/2006 08,5,Bungalow,23.27,53.27,2.96,1.09,Upper Middle,0,,0.0,166.55
17/03/2008 00,4,2BHK,29.64,40.49,2.93,0.91,Upper Middle,1,Garden,0.0,172.48
24/04/2009 00,5,2BHK,27.81,47.91,1.65,0.91,Middle,0,Fountain,0.0,173.39
14/12/2005 08,2,1BHK,25.53,47.68,1.5,0.9,Middle,1,Fountain,0.0,112.01
22/02/2010 16,5,2BHK,28.08,57.75,1.26,0.88,Middle,0,Jacuzzi,0.0,168.25
14/11/2006 00,5,2BHK,31.64,77.41,1.65,1.29,Middle,1,Jacuzzi,0.0,255.55
09/09/2008 08,4,Bungalow,20.68,63.01,1.67,0.9,Upper Middle,1,,0.0,116.51
14/07/2010 00,5,Bungalow,33.72,69.06,2.11,0.82,Rich,0,Swimming Pool,0.0,194.53
26/04/2006 08,3,2BHK,31.18,56.91,2.77,1.05,Upper Middle,0,Swimming Pool,0.0,159.88
25/06/2012 16,3,1BHK,32.22,56.0,1.13,1.3,Low,0,,0.0,125.2
21/12/2007 08,3,Cottage,18.09,65.39,1.7,1.09,Middle,1,,1.0,130.69
13/03/2012 16,4,Bungalow,14.56,55.06,2.94,0.99,Upper Middle,1,,,144.11
04/11/2006 08,3,2BHK,28.18,51.33,1.69,1.25,Middle,0,Garden,0.0,149.71
17/09/2006 08,3,Detached,27.57,43.85,1.9,1.07,Rich,0,Fountain,0.0,215.8
05/03/2009 00,5,3BHK,33.03,52.15,2.47,0.94,Upper Middle,0,,0.0,173.71
20/12/2003 16,5,,30.33,49.31,1.04,1.31,Middle,1,,0.0,261.27
21/12/2002 00,3,3BHK,29.89,50.02,2.19,1.02,Upper Middle,0,Fountain,,166.75
12/11/2011 16,3,2BHK,15.0,61.2,1.8,1.11,,0,,0.0,105.75
25/01/2003 00,1,Studio,16.05,58.29,1.01,0.92,Low,1,,0.0,52.92
01/06/2012 16,3,1BHK,11.51,44.01,1.07,1.15,Low,0,,1.0,116.35
27/04/2005 00,5,2BHK,17.3,61.31,1.34,0.82,Middle,1,,0.0,133.55
25/12/2008 08,3,Cottage,17.74,]7v~Q,1.14,0.83,Middle,0,Swimming Pool,0.0,100.05
06/02/2007 16,4,3BHK,21.96,64.31,2.87,1.5,Upper Middle,1,Fountain,1.0,273.03
28/02/2012 00,4,3BHK,20.03,50.68,2.41,0.82,Upper Middle,1,Jacuzzi,0.0,181.26
25/07/2008 08,3,2BHK,23.56,59.87,2.67,1.24,Upper Middle,0,Jacuzzi,1.0,194.05
06/02/2006 00,1,Studio,22.29,49.04,1.26,1.06,Z.e)C,0,,0.0,56.1
19/08/2008 00,5,2BHK,18.69,50.96,1.67,1.38,Middle,0,Garden,0.0,208.9
05/05/2012 08,3,2BHK,20.36,63.18,2.69,1.41,Upper Middle,0,Swimming Pool,0.0,188.94
19/07/2006 00,3,2BHK,13.54,51.16,2.03,1.07,Upper Middle,0,,0.0,117.4
10/08/2009 08,4,3BHK,11.77,42.74,-33.0,1.06,,0,,0.0,150.09
19/09/2014 00,-55,1BHK,33.34,35.39,-33.0,1.17,Middle,0,Garden,0.0,151.84
28/09/2012 00,3,3BHK,34.82,47.45,1.89,1.02,Upper Middle,0,,0.0,149.7
07/07/2006 16,4,2BHK,23.26,46.63,1.17,0.98,,0,,0.0,134.3
16/07/2004 08,5,2BHK,24.37,51.74,-66.0,1.26,Upper Middle,1,,0.0,244.73
28/08/2002 00,4,2BHK,22.42,66.24,1.7,1.29,Middle,0,Jacuzzi,1.0,214.2
20/02/2011 00,5,2BHK,19.05,49.78,1.27,0.95,Middle,0,,0.0,141.34
14/04/2004 00,3,Bungalow,12.15,52.95,2.49,0.9,Rich,0,Jacuzzi,1.0,159.04
24/12/2005 08,3,Cottage,,54.62,1.47,0.82,Middle,1,,0.0,99.13
22/10/2005 08,1,Studio,18.17,58.25,1.09,1.17,Low,0,,0.0,56.76
18/05/2009 00,3,1BHK,24.42,55.76,1.75,0.9,Low,0,Swimming Pool,0.0,103.05
23/06/2014 00,5,3BHK,31.73,*U@f(,1.52,1.02,Upper Middle,0,,0.0,207.95
12/05/2002 16,3,1BHK,19.82,46.4,1.19,1.47,Low,1,,0.0,163.38
23/07/2008 08,3,1BHK,10.53,31.02,1.77,1.26,olVck,1,,0.0,152.67
20/07/2014 08,2,1BHK,15.69,62.14,1.13,1.38,Middle,1,Swimming Pool,0.0,157.09
06/02/2006 08,2,1BHK,31.78,51.13,1.61,1.25,Low,1,Garden,0.0,124.35
01/04/2003 00,5,2BHK,18.75,40.75,1.04,1.11,Middle,1,,1.0,244.36
05/03/2014 00,3,Cottage,31.28,45.28,1.21,0.82,Middle,1,,0.0,111.17
08/01/2010 00,2,1BHK,19.36,47.5,1.23,1.09,Low,1,,1.0,112.89
31/01/2013 00,3,3BHK,16.81,45.02,2.35,1.47,Rich,0,Jacuzzi,0.0,272.92
27/05/2007 08,3,2BHK,24.16,54.35,1.72,1.41,Upper Middle,1,,1.0,193.6
15/07/2006 00,3,Cottage,11.11,53.07,1.6,0.89,,1,Jacuzzi,0.0,118.69
29/08/2004 08,3,,28.62,fY[@;,1.04,1.32,Middle,0,Garden,0.0,139.8
08/08/2011 00,4,Bungalow,33.56,49.06,2.26,1.18,Upper Middle,1,Swimming Pool,0.0,280.51
25/02/2007 08,5,2BHK,10.94,77.04,1.81,1.13,Upper Middle,0,Garden,1.0,166.81
09/06/2005 08,3,Cottage,16.52,54.4,1.41,0.89,Middle,0,Garden,1.0,100.52
20/02/2005 16,4,3BHK,22.73,56.66,2.12,1.27,Upper Middle,0,Swimming Pool,0.0,242.4
28/12/2012 08,5,3BHK,28.46,45.21,2.03,0.336901339015823,Upper Middle,0,,0.0,182.63
01/04/2013 00,5,2BHK,17.41,57.26,1.99,1.34,Upper Middle,1,Garden,0.0,249.91
18/09/2008 08,2,1BHK,30.3,53.6,1.1,1.16,Middle,0,Garden,0.0,106.37
18/03/2008 16,2,1BHK,33.79,37.62,1.54,1.04,Middle,0,Swimming Pool,0.0,132.22
07/01/2011 00,2,Studio,33.75,57.08,1.74,1.16,Low,0,,0.0,79.64
16/12/2003 08,4,3BHK,30.4,55.63,2.79,1.17,Upper Middle,0,,0.0,177.52
29/08/2006 08,3,2BHK,12.12,48.99,1.13,1.12,Middle,0,,0.0,116.81
19/08/2006 00,4,3BHK,18.31,61.81,2.76,1.17,Rich,0,Fountain,1.0,251.56
08/06/2003 16,4,3BHK,15.17,52.93,2.12,1.19,Upper Middle,1,Garden,0.0,211.9
21/09/2005 16,3,Bungalow,24.01,58.82,2.66,1.01,,1,,0.0,133.38
10/01/2003 00,1,Studio,33.57,39.87,1.6,1.34,Low,1,,0.0,96.9
17/07/2004 16,3,2BHK,29.94,73.99,1.2,1.49,Middle,0,Jacuzzi,0.0,187.01
16/09/2004 00,5,3BHK,24.5,49.44,2.74,0.97,Upper Middle,1,,0.0,203.28
14/04/2004 16,4,2BHK,17.82,76.96,2.98,1.634474932187158,Upper Middle,1,,0.0,125.58
20/06/2007 00,3,Cottage,10.22,53.28,1.26,0.99,Middle,0,,1.0,102.21
21/08/2012 16,5,2BHK,24.58,46.7,1.82,1.48,Upper Middle,1,Fountain,1.0,418.92
03/02/2010 16,3,2BHK,18.04,51.76,1.24,1.45,Middle,1,Garden,0.0,163.43
15/01/2012 16,2,1BHK,27.93,76.78,1.19,1.17,Low,1,,0.0,91.19
16/07/2008 00,5,2BHK,19.86,61.63,1.7,1.37,Upper Middle,0,,0.0,204.17
13/07/2012 16,3,Cottage,21.8,58.8,1.48,1.36,Middle,1,Garden,0.0,161.74
31/08/2002 16,2,1BHK,10.36,66.04,1.24,1.01,Middle,0,,1.0,78.03
04/12/2008 00,3,1BHK,20.36,59.05,1.23,1.13,Middle,0,,1.0,122.37
19/11/2008 08,-33,1BHK,21.27,53.58,1.1,1.14,Middle,0,,1.0,106.5
18/05/2002 08,3,Cottage,27.93,51.29,1.38,1.24,Middle,0,,0.0,130.49
07/05/2012 08,3,1BHK,23.17,61.35,1.21,1.4,Low,1,,0.0,143.68
11/11/2010 00,3,Cottage,34.73,54.64,1.11,1.24,Middle,0,Swimming Pool,0.0,177.2
31/03/2007 00,3,1BHK,27.01,49.92,1.14,0.95,Low,1,,0.0,109.29
31/12/2008 00,3,Cottage,34.17,35.35,1.47,1.17,Middle,0,Garden,0.0,148.94
03/10/2002 00,3,3BHK,26.31,67.95,1.77,1.33,Rich,0,Jacuzzi,1.0,270.48
25/12/2004 00,2,1BHK,18.2,69.19,1.03,1.05,Low,0,,0.0,67.28
17/08/2005 16,2,Cottage,11.06,66.86,1.46,1.21,Middle,1,,0.0,96.8
